,index,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
95,33727,2013-08-12,Bank account or service,Checking account,Deposits and withdrawals,,,,Capital One,TX,77401,,,Referral,2013-08-13,Closed with explanation,Yes,487570
96,61693,2015-07-09,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,IL,60538,,,Referral,2015-07-16,Closed with explanation,Yes,1459909
97,25289,2013-05-28,Bank account or service,Checking account,Deposits and withdrawals,,,,"SunTrust Banks, Inc.",,,,,Phone,2013-05-29,Closed with monetary relief,Yes,417997
98,67269,2016-04-27,Bank account or service,Checking account,"Account opening, closing, or management",,"I was looking to open a new bank account so I could save for specific things in different accounts. I XXXX good banks with promotional offers now, because I figured if I was going to open a new account I might as well get extra money to kick start my saving! I found XXXX reputable banks with good promotional offers that I could meet the requirements. One of these was Bank of America. They offered a {$300.00} bonus for opening a checking account and making direct deposits totaling {$4000.00} within 90 days of opening the account. I met the requirements within 60 days and even called to check I met the requirements. When I still did n't get the bonus I called and they said they had no record of this offer on my account and to take a printed copy of the offer to the bank in person. I did this and the manager of the branch submitted an escalation request because he confirmed I had the offer in-hand and met the requirements. The escalation was denied, because they said this was a targeted mail offer. There is nothing in the fine print that says this at all, and it was something I found directly on XXXX ( not through another page then to BOA, the search results went directly to the BOA splash page ). This is dishonest to promise someone an offer and deny it based on something that was not in even written in the offer. If they had in the fine print on the online offer that you must have received a paper version of this in the mail to be eligible I never would have opened the account!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,MI,481XX,,Consent provided,Web,2016-04-27,Closed with monetary relief,Yes,1899775
99,118461,2016-06-09,Bank account or service,Savings account,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Ally Financial Inc.,CA,90045,,,Referral,2016-06-13,Closed with non-monetary relief,Yes,1962624
100,69176,2013-09-18,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,CA,95821,,,Postal mail,2013-09-19,Closed with explanation,Yes,532612
101,54965,2014-03-21,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,NC,27893,,,Web,2014-03-21,Closed with explanation,Yes,772410
102,49347,2013-09-08,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"Community Choice Financial, Inc.",TX,75206,,,Web,2013-10-23,Closed with explanation,Yes,518864
103,98171,2016-06-06,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,NC,28214,,,Phone,2016-06-08,Closed with explanation,Yes,1955553
104,118011,2015-04-07,Bank account or service,Savings account,"Account opening, closing, or management",,,,Wells Fargo & Company,PA,18232,,,Referral,2015-04-09,Closed with explanation,Yes,1319117
105,75337,2015-08-07,Bank account or service,Checking account,Using a debit or ATM card,,"Hi I found a few fraudulent transactions in my wells fargo account that I do n't frequently use up to a little more than XXXX months old. I was able to resolve with the merchant myself on most of them except one of {$480.00}. Over the entire process, Wells Fargo was unfriendly and not helpful. This {$480.00} transaction happened between the bank and a fraudulent XXXX account which XXXX was not able to identify in the first ACH return request attempt that Wells Fargo made. After a another round of phone calls ( I do n't even remember how many rounds I have had ), XXXX was finally able to because the fraudulent account has everything correct except a non-existing email address. Even this email has my full name correctly spelled. And now this is identified, XXXX needs another "" ACH pull back '' from the bank, which Wells Fargo refused to make. Their representatives ( many ) on the phone refused to help me further by saying they never made XXXX attempt, tried to get away by blaming me for not knowing how to prevent identity theft, not reading monthly statement in time, and also refused to direct me to higher level. Please kindly help me on this! 
",Company chooses not to provide a public response,Wells Fargo & Company,AZ,852XX,,Consent provided,Web,2015-08-07,Closed with monetary relief,Yes,1507783
106,77124,2012-04-25,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,91040,,,Referral,2012-04-25,Closed without relief,Yes,73980
107,93741,2014-06-13,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"Harley-Davidson Financial Services, Inc.",CA,91739,,,Postal mail,2014-06-18,Closed with explanation,Yes,894975
108,72890,2013-03-05,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,GA,30340,,,Referral,2013-03-07,Closed with explanation,Yes,342232
109,80852,2016-03-23,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,IL,62306,Older American,,Postal mail,2016-03-24,Closed with explanation,Yes,1846688
110,62263,2014-07-23,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,TX,75067,,,Web,2014-07-28,Closed with explanation,Yes,949375
111,22066,2015-08-12,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,U.S. Bancorp,MS,39157,,,Referral,2015-08-25,Closed with explanation,Yes,1516221
112,61016,2016-07-19,Bank account or service,Checking account,Deposits and withdrawals,,"Received the attached letters from FN regarding a check that they debited checking account for {$800.00} due to the check being only for XXXX I verified with my back ( also attached XXXX file and copy of check that the check clearly paid for {$800.00}. I immediately called FN on XXXX ( appx. XXXX ) to report and dispute, I was told that someone will call me back the next day. No one did! On XXXX appx. XXXX I called again. The representative said no notes were there. Find that hard to believe. In both conversations I clearly stated the check was for {$800.00}, and even if the check was for {$80.00} I should have been debited on XXXX I explained to both of the reps that I do n't have credit for the {$80.00} if that was in fact true. I personally do n't think either rep understood. As I looked closer to the documents they sent - I realized another account information in included XXXX - no image of check is included only a deposit ticket. Personally I feel that this it could be another deposit or it 's the batch ticket. In any event I do n't think I should be in receipt of it.",,First Niagara Bank,NY,140XX,,Consent provided,Web,2016-07-19,Closed with explanation,Yes,2020442
113,37559,2015-06-05,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,"I recently filled out the required forms to transfer IRA CD 's from Discover Bank to a different bank. The instructions that were sent to Discover Bank instructed them to perform these transactions "" at maturity ''. They liquidated the accounts immediately ( XXXX XXXX, 2015 ) and an early termination penalty was charged. Since that time I have called Discover multiple times and the fiasco is still not resolved. This is after working multiple days with a supervisor, XXXX, at XXXX. Discover Bank has VERY POOR customer service and does not properly train and supervise their employees. Thanks for nothing XXXX for your association with Discover Bank. 
",,Discover,CT,068XX,,Consent provided,Web,2015-06-09,Closed with explanation,Yes,1407374
114,23965,2015-08-12,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,PNC Bank N.A.,IL,60640,,,Referral,2015-08-17,Closed with monetary relief,Yes,1516253
115,66686,2012-07-30,Bank account or service,Checking account,Deposits and withdrawals,,,,"Citizens Financial Group, Inc.",NH,03240,,,Web,2012-08-10,Closed with explanation,Yes,126701
116,4468,2012-03-05,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,WA,98354,,,Email,2012-03-06,Closed with relief,Yes,30939
117,27231,2016-06-08,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"Apple Financial Holdings, Inc",FL,33027,,,Referral,2016-06-14,Closed with explanation,Yes,1960064
118,27828,2016-01-11,Bank account or service,Checking account,"Account opening, closing, or management",,,,Discover,CA,94122,,Consent not provided,Web,2016-01-11,Closed with explanation,Yes,1735879
119,20356,2013-07-08,Bank account or service,Checking account,Problems caused by my funds being low,,,,Frost Bank,,,Older American,,Phone,2013-07-10,Closed with explanation,Yes,451547
120,92501,2013-01-10,Bank account or service,Checking account,Deposits and withdrawals,,,,BBVA Compass,CA,92504,,,Web,2013-01-10,Closed with explanation,Yes,226828
